x_acc;y_acc;z_acc
10.39;3.0602;1.56438
10.5672;3.2183;1.63625
10.6295;3.2854;1.67457
10.5385;3.2949;1.74644
10.2798;3.2135;1.82789
9.79109;3.0027;1.90933
9.33116;2.7679;1.97641
8.91434;2.5667;2.02431
8.64605;2.4182;2.14888
8.63647;2.4086;2.23512
8.9383;2.5427;2.32135
9.58029;2.7296;2.23991
10.2271;2.9308;2.2447
11.008;3.0985;2.34531
11.6596;3.2518;2.44113
12.1434;3.4434;2.56569
12.5363;3.6974;2.53216
12.7232;3.8171;2.32615
12.7902;4.0375;1.94766
12.704;4.301;1.48773
12.613;4.3489;1.07091
12.4405;4.3489;0.74992
12.4261;4.0902;0.72117
12.7184;3.6351;1.47815
13.3891;3.0841;3.11665
13.9784;2.7104;4.26648
14.5629;2.6194;4.89889
15.0755;2.9739;5.61274
15.5546;3.4818;6.2164
15.3103;4.0711;5.96248
14.3425;4.4352;4.94201
12.8525;4.6172;4.00298
10.8834;4.5885;3.36578
8.76582;4.2723;3.39453
7.32374;3.6303;3.71552
6.42304;2.5667;4.10838
5.89125;1.5941;4.51082
5.48881;1.0623;4.90847
5.1774;0.69823;5.41152
4.94743;0.28142;6.02955
5.04804;-0.02999;6.43679
5.03846;-0.32224;6.17328
5.40257;-0.67198;5.66065
6.04456;-0.74384;5.40194
6.70571;-0.53783;5.19114
7.34291;-0.25517;5.03304
7.78368;0.09457;4.72162
8.16695;0.48264;4.35751
8.43525;0.88987;4.07964
8.75624;1.139;4.05568
8.97662;1.2827;3.86883
9.19222;1.4217;3.59096
9.40781;1.4744;3.44244
9.56112;1.4552;3.26038
9.70485;1.4073;3.02562
9.66173;1.4312;3.14061
9.40781;1.4887;3.24601
9.25929;1.3833;3.40411
8.9383;1.2875;3.42807
8.5646;1.2444;3.38495
8.143;1.2779;3.24122
7.72139;1.2109;3.19331
7.36207;1.2013;3.28434
7.09378;1.163;3.22205
6.94526;1.139;3.04958
6.88777;1.0384;2.90585
6.81111;0.90425;2.8292
6.83028;0.76052;2.92501
6.91651;0.58804;2.8819
6.9213;0.41078;2.94418
6.98838;0.33891;2.99688
7.0842;0.25268;3.00646
7.20397;0.14248;2.90106
7.36686;0.13769;2.78608
7.49143;0.24788;2.8244
7.75493;0.42994;2.74775
7.91303;0.65032;2.73338
8.10946;0.92341;2.83878
8.34422;1.1773;2.80045
8.68438;1.3594;2.68547
9.05328;1.4696;2.42196
9.36469;1.6421;2.02431
9.52279;1.7427;1.78956
9.67131;1.7331;1.70811
9.6761;1.7522;1.57876
9.63778;1.6612;1.52606
9.53717;1.5846;1.49731
9.42218;1.4648;1.46856
9.32157;1.3833;1.56438
9.22096;1.345;1.74165
9.1491;1.3594;1.80872
9.1491;1.4169;1.61229
9.21617;1.4696;1.42545
9.28325;1.551;1.35837
9.34553;1.6229;1.49252
9.39823;1.7139;1.71769
9.46051;1.8241;1.90933
9.60903;1.8816;1.96682
9.71922;1.9391;1.85184
9.7288;2.0301;1.72728
9.72401;2.0637;1.54043
9.65215;2.0349;1.23381
9.60903;2.1307;1.04217
9.6809;1.9678;0.75471
9.75276;1.5798;0.42893
9.92523;1.1151;0.41934
10.1169;0.64553;0.61577
10.3756;0.14727;0.86969
10.7397;-0.26954;1.07091
11.1613;-0.61449;1.32004
11.5398;-0.89715;1.53564
11.8033;-1.0936;1.12361
11.9949;-1.2517;0.45288
12.086;-1.4769;-0.02142
12.0237;-1.6589;-0.19869
11.8464;-1.7547;-0.11724
11.5733;-1.7643;0.14626
11.2427;-1.6925;0.42414
10.8163;-1.4242;0.62056
10.4522;-1.0409;0.66847
10.1169;-0.38931;0.53433
9.82942;0.36766;0.36664
9.84858;0.91862;0.41934
10.3325;1.4408;1.51168
11.1517;1.8912;3.46639
12.0476;1.8289;4.88452
12.7088;1.1582;5.22947
13.5184;0.11374;4.86056
13.9736;-0.68156;4.27127
13.8874;-1.2229;3.24122
13.0489;-1.6685;2.7717
11.7506;-2.047;3.15019
10.5481;-2.2674;4.06526
9.46051;-2.2722;4.86056
8.41608;-2.0326;4.8941
7.26146;-1.29;4.64976
6.44221;-0.22163;4.56831
6.14517;0.82759;4.88452
6.40388;1.8193;5.23905
7.06503;2.72;5.45464
7.78368;3.3572;5.6894
8.50232;3.8363;5.75647
8.92871;3.9561;5.72772
9.34553;3.707;5.17197
9.61861;3.1081;4.5204
9.9444;2.2984;4.16587
10.3612;1.4025;3.81613
10.8595;0.66949;3.41369
11.3817;0.01792;2.94897
11.9039;-0.49471;2.20158
12.4405;-0.65761;1.69853
12.4884;-0.63844;1.46856
12.3111;-0.60012;1.55959
11.8368;-0.40848;2.0339
10.9888;-0.26954;2.64235
9.84858;-0.0779;3.12624
8.82331;0.10895;3.36099
8.22924;0.5066;3.63887
7.81242;1.0001;3.62929
7.67828;1.3977;3.55263
7.4531;1.8768;3.23643
7.24709;2.3176;3.05437
7.46268;2.6913;2.92981
7.41956;3.0219;2.7717
7.48185;3.3285;2.69026
7.58725;3.4818;2.62798
7.75014;3.4387;2.43634
7.9274;3.2518;2.19679
8.26756;2.8925;2.22554
8.42566;2.5571;2.23512
8.43046;2.0589;2.10097
8.41608;1.6229;2.0866
8.13342;1.2684;2.03869
7.98011;0.93778;1.84226
7.83159;0.61679;1.57396
7.44352;0.42994;1.43982
7.18002;0.34849;1.28172
6.9213;0.37724;1.28651
6.5524;0.46827;1.38712
6.26973;0.59762;1.56438
6.01102;0.70782;1.89017
5.69482;0.81322;1.9285
5.49839;0.97132;1.71769
5.47443;1.1773;1.51647
5.74752;1.3163;1.31525
6.29369;1.4121;0.88886
6.95005;1.5702;0.57265
7.25188;1.6564;0.66368
7.94178;1.6133;0.80741
8.4592;1.575;1.07091
9.02453;1.5941;1.12361
9.58508;1.5558;1.09966
10.0977;1.5846;1.2386
10.5001;1.6516;1.37274
10.8116;1.7762;1.36795
10.9122;1.9678;1.40628
10.8068;2.0684;1.43503
10.4187;2.1403;1.41586
9.77671;2.2649;1.33442
9.26408;2.3511;1.38233
8.8281;2.4757;1.6602
8.84248;2.5667;1.97161
9.10119;2.7488;2.26865
9.37907;3.041;2.72859
9.85337;3.4626;3.30829
10.481;3.9082;3.75864
11.1565;4.3489;3.6772
11.8177;4.7706;3.31308
12.2872;5.1251;2.93939
12.6705;5.47;2.53695
12.7519;5.9108;1.95724
12.8381;6.1264;1.27693
12.934;6.0018;0.5487
12.9819;5.5275;-0.00226
12.9579;4.8185;-0.16515
13.1927;3.9896;0.496
13.9401;3.1081;2.17283
15.2049;2.3751;3.97423
16.1199;1.7906;4.08443
16.6374;1.757;4.22816
16.2924;2.6769;6.10621
14.9893;3.7405;8.04655
13.3029;4.5741;7.98427
11.6787;4.8999;6.50386
9.65694;4.8376;5.83792
7.57287;4.5741;6.13975
5.87688;3.9848;6.12537
5.03846;3.0027;5.81396
4.68393;2.0924;5.71814
4.56894;1.3258;5.88104
4.56894;0.63116;5.78522
4.62644;-0.19767;5.32528
5.04325;-0.94506;5.04262
6.06372;-1.7643;4.86535
7.20876;-2.5213;4.81744
8.36817;-2.7656;4.91326
9.00537;-2.7033;4.34793
9.4653;-2.3871;3.888
9.72401;-1.7499;3.50472
9.87733;-0.91632;3.26038
10.1073;0.01792;3.49035
10.1121;0.85634;3.62449
9.86774;1.5558;3.63408
9.45093;2.1116;3.89758
9.22575;2.5092;4.02694
8.98621;2.8877;4.10359
8.77061;3.0985;3.97903
8.70833;3.156;3.68199
8.7275;2.9644;3.53347
8.76582;2.6625;3.53347
8.58856;2.3176;3.52388
8.44962;1.896;3.48077
8.18612;1.5127;3.3035
7.8747;1.1151;3.11665
7.49622;0.79405;3.11186
7.22793;0.52097;3.05437
7.13211;0.27184;2.94418
7.02191;0.04666;2.79087
6.87339;-0.14018;2.81482
6.88298;-0.22163;2.88669
6.89735;-0.33661;2.8292
6.90214;-0.40369;2.92022
6.93089;-0.42764;2.9346
7.04587;-0.44201;2.86752
7.1896;-0.37494;2.76212
7.40519;-0.32224;2.64714
7.59204;-0.1833;2.5082
7.79326;-0.00604;2.4555
7.92261;0.14248;2.43634
8.16695;0.29579;2.36447
8.37776;0.37724;2.42196
8.70354;0.61679;2.25907
8.99579;0.79884;2.02911
9.18264;0.99527;1.86621
9.26887;1.2157;1.69853
9.31199;1.3785;1.51168
9.26887;1.5031;1.52126
9.21138;1.6133;1.52126
9.06765;1.69;1.43982
9.02933;1.6804;1.3967
8.991;1.6229;1.47815
8.95746;1.6325;1.55959
9.05807;1.6325;1.60271
9.27845;1.7474;1.67457
9.4126;1.8385;1.72248
9.56112;1.9008;1.86142
9.76713;2.0205;1.9812
9.80067;2.0876;2.00036
9.97314;2.0637;2.12972
9.88691;2.0493;2.06264
9.70006;2.0158;1.93808
9.4653;1.9583;1.80393
9.27845;1.805;1.52606
9.19222;1.6612;1.43024
9.26408;1.3163;1.19548
9.42218;0.86113;0.95593
9.7336;0.42994;0.98947
10.1265;0.04187;1.10924
10.6008;-0.30787;0.99426
11.0799;-0.7678;0.78825
11.5062;-1.2373;0.35706
11.7793;-1.8362;-0.23702
11.9231;-2.5596;-0.60113
11.9805;-3.1489;-0.51968
12.0141;-3.4747;-0.34242
12.2153;-3.719;-0.22264
12.4596;-3.834;-0.06933
12.5746;-3.5993;0.05044
12.3495;-2.7513;0.16542
11.9087;-1.4912;0.15105
11.4488;0.15686;0.1223
11.4392;1.484;0.29478
11.9422;2.6865;1.69374
12.7136;3.592;3.6197
13.4178;3.7117;4.90368
14.0215;3.041;6.13975
14.9078;1.9008;6.38888
15.3534;1.0767;4.88931
14.4096;0.80843;3.41848
12.7088;0.5593;3.10707
11.0032;0.05625;3.58617
9.69527;-0.60012;4.59227
8.5646;-1.0026;5.54567
7.68786;-1.084;5.99123
7.05545;-0.92111;6.4272
6.79674;-0.56179;6.52781
6.96442;0.19518;5.85708
7.57287;1.3163;4.65455
8.18133;2.5619;3.92632
8.55981;3.592;3.888
8.58856;4.1573;4.31918
8.42087;4.416;4.6833
8.143;4.3968;4.65934
7.8795;4.0663;4.53478
7.75972;3.5872;4.27606
7.7166;2.9308;4.02214
7.86033;2.1499;3.6772
8.01843;1.3163;3.39453
8.40171;0.49222;3.16935
8.80415;-0.18809;3.04
9.32157;-0.74863;2.81961
9.87253;-1.0313;2.46508
10.457;-1.1319;2.12972
10.8211;-1.0217;2.0866
10.8355;-0.73905;2.21595
10.6055;-0.35099;2.75733
10.1456;0.02271;3.25559
9.55633;0.49222;3.4616
9.18743;0.89466;3.36578
8.89518;1.3498;3.07353
8.70354;1.7522;2.79566
8.46878;2.1595;2.75254
8.43046;2.4326;2.70463
8.23882;2.6673;2.60402
8.18612;2.7679;2.68068
8.12862;2.8158;2.75254
8.16695;2.7008;2.76212
8.09988;2.6338;2.96813
8.1957;2.6194;2.81482
8.10946;2.6194;2.73338
8.13821;2.4948;2.70942
8.00406;2.2984;2.52257
8.02322;2.1547;2.4555
7.95615;1.9487;2.23512
7.78368;1.7379;1.97641
7.69265;1.6181;1.81351
7.47706;1.5079;1.58355
7.24709;1.3929;1.56917
7.09857;1.2588;1.58355
6.95005;1.2205;1.6075
6.82548;1.1869;1.65062
6.80153;1.1342;1.66978
6.66738;1.2779;1.63625
6.70092;1.2444;1.55959
6.84944;1.3354;1.43982
7.00275;1.4408;1.32963
7.15127;1.5414;1.16194
7.50101;1.5989;1.03259
7.86512;1.5606;0.79304
8.29631;1.4744;0.66368
8.74187;1.3881;0.66368
9.11556;1.2971;0.78346
9.39823;1.2684;0.95114
9.58508;1.163;1.09966
9.70006;1.2061;1.1859
9.60424;1.1965;1.19548
9.46051;1.2732;1.32963
9.26887;1.4073;1.46856
9.04849;1.5702;1.61708
8.95746;1.7379;1.72248
9.01495;2.0014;2.03869
9.41739;2.4421;2.51299
9.93961;3.0027;2.8244
10.457;3.5057;2.8292
10.9936;3.9273;2.84836
11.5542;4.2962;2.95855
12.1243;4.5693;3.00167
12.5938;4.7897;2.86752
12.7519;5.0293;2.67588
12.6465;5.1251;2.34531
12.4596;5.1395;1.86142
12.3111;4.9957;1.15236
12.2249;4.6556;0.44809
12.1482;4.1525;-0.13641
12.0381;3.6207;-0.49094
11.7889;2.859;-0.62988
11.4919;2.0253;-0.58197
11.2044;1.3738;-0.60592
10.9026;0.83717;-0.15557
11.4488;0.27184;1.55001
12.704;-0.43243;2.40759
13.5903;-0.63844;1.68895
14.1844;0.23351;3.04479
13.9401;1.5846;6.66196
13.0825;2.7919;8.95683
12.0381;3.7645;8.05613
10.5672;4.3777;6.59968
8.77061;4.6843;7.25125
7.42915;4.6316;7.94115
6.75841;4.4304;7.67285
6.58115;4.2579;7.10273
6.36555;4.2052;6.93505
6.50928;3.9848;7.08357
7.10336;3.3333;6.28348
7.73577;2.3703;5.06178
8.64605;1.3402;4.58748
9.53717;0.33891;4.67371
10.3756;-0.62886;4.53957
10.9505;-1.3571;4.13234
11.0272;-1.817;3.77301
10.6343;-2.0566;3.6772
10.0785;-2.0614;3.93591
9.55633;-1.8027;4.08922
8.97662;-1.3044;3.97903
8.44962;-0.67677;3.72031
7.98969;0.19039;3.45681
7.64474;0.99048;3.39932
7.42915;1.8529;3.42807
7.33812;2.605;3.36099
7.20876;3.2039;3.26996
7.07461;3.7022;3.31787
6.99796;3.913;3.11186
7.06982;4.0136;2.97292
7.26625;3.8699;2.69026
7.25667;3.6016;2.42196
7.36207;3.2374;2.16325
7.49143;2.7775;2.01473
7.59204;2.2984;1.88538
7.67348;1.8481;1.73207
7.77409;1.3498;1.5548
7.9322;0.88508;1.5021
8.07113;0.46348;1.57396
8.32505;0.17123;1.63625
8.34901;-0.02041;1.56917
8.53586;-0.20247;1.69374
8.7802;-0.28391;1.75602
8.95746;-0.24079;1.77998
9.02933;-0.06353;1.85184
9.06286;0.15686;1.90933
9.0437;0.3964;1.88059
9.10598;0.65991;1.75602
9.02933;0.86592;1.74644
8.92871;0.9809;1.84226
8.78978;1.1198;1.83747
8.65563;1.1678;1.7129
8.50711;1.1869;1.54043
8.40171;1.1725;1.35358
8.32505;1.139;1.24818
8.27235;1.0959;1.20506
8.29152;1.1342;1.18111
8.36338;1.1821;1.16194
8.46399;1.1965;1.0278
8.62688;1.2396;0.93677
8.83769;1.2923;0.98947
9.01974;1.3929;1.07571
9.17305;1.4792;1.14278
9.29283;1.5031;1.21943
9.37907;1.4887;1.35358
9.42697;1.4121;1.55001
9.34074;1.2779;1.61229
9.2018;1.1246;1.54043
9.00058;1.0288;1.42065
8.7227;1.0144;1.37274
8.39692;1.0336;1.12841
8.15258;1.0576;0.84095
7.98011;1.1486;0.496
7.91303;1.2684;0.16063
7.99448;1.369;0.0696
8.22444;1.4648;0.03128
8.59814;1.4217;0.24208
9.07724;1.3211;0.56786
9.63299;1.1246;0.78825
10.1935;0.7701;0.93198
10.663;0.30058;0.85053
11.1373;-0.3414;0.73076
11.5446;-1.0696;0.7068
11.8656;-1.6685;0.79304
12.2297;-2.1284;0.81699
12.68;-2.5596;0.70201
13.2118;-2.9716;0.51995
13.4801;-3.0339;0.32832
13.3939;-2.5884;0.10314
13.025;-1.7356;-0.17473
12.5603;-0.73905;-0.32325
12.0285;0.14248;-0.22743
11.6787;0.88987;0.25166
11.7362;1.7091;1.5021
12.0812;2.72;3.0927
12.3638;3.1177;3.74906
12.7615;2.5092;4.14192
13.5616;1.4792;4.61143
14.4431;0.83238;4.03652
15.0707;0.54492;3.02083
14.9126;0.38203;2.97772
14.1317;0.32933;3.17414
13.1879;0.45869;3.59096
12.2009;0.65032;3.96465
11.1086;0.75093;3.79697
10.1312;0.79405;3.7826
9.29283;0.81322;4.50603
8.67959;0.82759;5.71335
8.27235;1.0432;6.60447
8.04718;1.4073;6.77694
7.78368;2.0253;6.4847
7.61599;2.7008;5.97685
7.33812;3.1991;5.53609
7.06982;3.5441;5.02824
6.67217;3.7549;4.34314
6.29848;3.7501;3.71073
5.98228;3.5345;3.1454
5.81938;3.2949;2.83878
5.82897;2.7631;2.78129
6.17391;2.0637;3.08791
6.62426;1.3115;3.53826
7.08899;0.59762;4.00298
7.59204;0.07541;4.41021
8.23403;-0.32224;4.39584
8.96704;-0.52825;4.08922
9.71922;-0.49951;3.65803
10.4762;-0.35099;3.19331
11.0894;-0.06353;2.80524
11.5494;0.32933;2.47466
11.765;0.71261;2.44592
11.7218;1.1055;2.51299
11.4775;1.4504;2.63277
11.2092;1.69;2.99209
10.9793;1.8768;3.17414
10.8547;1.9008;3.27955
10.6103;1.8816;3.26517
10.1744;1.8481;3.20768
9.63778;1.7522;3.20768
9.07244;1.6277;3.23643
8.45441;1.4169;3.16456
8.19091;1.3211;3.17414
7.65432;1.2684;2.79087
7.51059;1.1007;2.68547
7.21834;1.0623;2.68547
7.1896;0.98569;2.61839
7.23272;0.95695;2.51299
7.40519;0.90425;2.53216
7.7166;0.86113;2.49862
8.08072;0.86592;2.43155
8.49753;0.8755;2.47466
8.92392;0.90425;2.44113
9.32636;1.0432;2.34531
9.71922;1.1965;2.23033
10.1265;1.2827;2.06264
10.2702;1.4169;1.98599
10.3852;1.6037;2.02911
10.2414;1.872;1.91891
10.0258;2.0397;1.7656
9.59466;2.2074;1.76081
9.13473;2.308;1.65541
8.59335;2.4278;1.52606
8.10946;2.4805;1.48773
7.80763;2.5427;1.4494
7.41477;2.5427;1.32963
7.12732;2.605;1.24339
7.00754;2.5332;1.28651
7.14648;2.3799;1.33442
7.30458;2.1355;1.25297
7.53455;1.8385;1.27693
7.77409;1.5654;1.28651
7.96094;1.2588;1.17632
8.10946;0.90904;1.12361
8.23882;0.57846;0.9751
8.30589;0.19997;0.92239
8.3538;-0.11623;0.88886
8.29152;-0.35578;0.8649
8.19091;-0.52346;0.84095
8.06634;-0.67198;0.84574
7.96094;-0.71989;0.83137
7.94178;-0.63365;0.82658
8.04718;-0.4516;0.8649
8.20528;-0.12102;0.89844
8.46878;0.30538;0.97989
8.7754;0.78926;0.97989
9.02453;1.1725;0.9751
9.2018;1.5558;1.12361
9.42218;1.7139;1.36795
9.47488;1.9439;1.51647
9.49405;2.0253;1.56917
9.518;2.1307;1.60271
9.33116;2.1547;1.51647
9.18743;2.1116;1.65062
9.0964;2.1164;1.74644
8.991;2.0493;1.80393
8.97183;2.1403;1.8758
9.01495;2.2888;1.89496
9.05807;2.3655;1.90454
9.07244;2.4709;1.89496
9.09161;2.6961;1.96203
9.07244;2.8781;1.88538
9.14431;3.0458;1.80393
9.33595;3.1464;1.62187
9.47009;3.2518;1.51647
9.60424;3.3955;1.45898
9.75276;3.5009;1.41586
9.9444;3.4626;1.33921
10.0785;3.3045;1.2386
10.3852;3.156;1.1859
10.5624;2.9644;1.19548
10.711;2.7871;1.33921
10.9649;2.7248;1.76081
11.2763;2.8925;2.22554
11.4583;3.1081;2.20637
11.6404;3.2949;2.22074
11.6644;3.5105;2.56569
11.7937;3.6255;3.06874
11.9614;3.5632;3.16456
11.9854;3.4387;3.23164
11.8943;3.2614;3.53347
11.741;3.1225;3.84967
11.5733;2.9596;4.09401
11.3338;2.7248;4.16108
11.0032;2.514;4.21378
10.5433;2.3942;4.61143
9.97793;2.308;5.27737
9.66652;2.1691;6.01518
9.85816;2.1786;6.82964
10.5672;2.3655;7.5435
11.4823;2.6146;7.99864
12.4213;2.7392;7.98427
13.2645;2.8015;7.95073
13.346;2.95;7.85491
12.4788;2.835;7.51475
11.1326;2.2888;6.92546
9.62819;1.4935;6.4847
8.27715;0.65032;6.17328
7.20397;-0.14497;5.87145
6.52365;-0.6097;5.64628
6.19308;-0.90674;5.16239
6.03019;-1.108;4.6258
5.84813;-1.1942;4.3096
5.85292;-1.0984;4.14192
6.29369;-0.75343;4.07484
7.0842;-0.06832;4.16587
7.75972;0.55451;4.00298
8.44962;0.99527;3.72031
8.96704;1.4217;3.64845
9.27845;1.757;3.76822
9.50363;2.0253;3.91195
9.57549;2.2074;3.94549
9.58987;2.3272;3.888
9.54675;2.4805;3.81613
9.36469;2.4948;3.77781
9.03891;2.3894;3.7251
8.80894;2.2601;3.90237
8.42566;2.0876;3.96944
8.12862;1.8289;4.08922
7.8795;1.666;4.20899
7.67348;1.5175;4.18983
7.49622;1.46;4.21378
7.42435;1.3881;4.17066
7.42435;1.2971;4.14671
7.49622;1.2109;4.15629
7.65911;1.1582;4.17066
7.83638;1.1917;4.07484
8.11425;1.163;4.11796
8.42087;1.2061;4.0988
8.79936;1.2684;4.03173
9.12994;1.2588;4.03652
9.44614;1.3163;4.03173
9.66173;1.3306;3.95986
9.80067;1.3067;3.87842
9.88212;1.2732;3.81134
9.90128;1.2396;3.74906
9.85816;1.163;3.62449
9.7288;1.0576;3.58138
9.58987;0.98569;3.62449
9.36469;0.9282;3.62929
9.19701;0.94257;3.66761
9.00058;1.0049;3.6772
8.84248;1.1055;3.69157
8.7275;1.2252;3.74427
8.63647;1.3115;3.75864
8.59335;1.3833;3.74427
8.58856;1.4648;3.74906
8.61251;1.5558;3.77781
8.7227;1.6325;3.80176
8.81852;1.6947;3.8353
8.87122;1.6852;3.93112
8.92871;1.7618;3.98382
8.84727;1.8001;3.95507
8.73229;1.8289;4.01256
8.59814;1.8624;4.07964
8.38734;1.9151;4.11796
8.13342;1.9343;4.16108
7.83159;1.963;4.25211
7.56808;1.9008;4.30481
7.50101;1.7858;4.51082
7.38603;1.6995;4.77912
7.39082;1.5031;4.97554
7.35249;1.4169;5.14802
7.31416;1.2396;5.21509
7.30937;1.024;5.263
7.29979;0.7701;5.17676
7.32854;0.37724;5.19593
7.4531;-0.08269;5.09532
7.58725;-0.52825;5.07615
7.73098;-0.98339;5.10011
7.95615;-1.3475;5.02824
8.143;-1.5966;4.79828
8.3011;-1.8266;4.65455
8.4065;-1.817;4.58748
8.55502;-1.6445;4.35751
8.60293;-1.3954;4.11317
8.60772;-0.95944;4.06526
8.55981;-0.51388;4.06047
8.38255;-0.10186;4.02694
8.28194;0.22393;4.00298
8.18133;0.47785;4.12755
8.33943;0.6647;4.30002
8.55981;0.73177;4.34314
8.76103;0.73656;4.55394
9.37907;0.65991;4.96596
10.136;0.62637;5.51692
10.9649;0.75093;6.07746
11.7266;0.83238;6.44637
12.4117;0.78447;6.52781
12.8765;0.6647;6.34097
12.9435;0.70782;5.78043
12.6273;1.0144;5.16239
12.0333;1.5414;4.75516
11.2763;2.0828;4.54915
10.4427;2.6529;4.58269
9.72401;3.2422;4.90847
9.13952;3.6974;5.12406
8.54544;3.9321;5.23905
8.19091;3.9369;5.28217
8.20049;3.7836;5.21988
8.37296;3.6207;5.07615
8.46878;3.1847;4.82223
8.71312;2.4469;4.82702
8.97183;1.8624;4.72641
9.20659;1.3402;4.44854
9.3599;0.88508;4.07484
9.54675;0.60721;3.7251
9.55633;0.37724;3.44723
9.60903;0.38682;3.21726
9.48926;0.46348;2.9873
9.24971;0.57367;2.78129
9.02453;0.75093;2.6663
8.70354;0.94736;2.58007
8.44004;1.139;2.54174
8.21486;1.2875;2.55611
7.93699;1.4169;2.63756
7.80763;1.5319;2.72379
7.66869;1.5894;2.71421
7.69744;1.666;2.74775
7.7166;1.6995;2.75733
7.89387;1.6468;2.75254
8.143;1.666;2.8292
8.29152;1.6421;2.89148
8.55502;1.5894;2.89148
8.63647;1.5367;2.87711
8.71791;1.3498;2.92501
8.80894;1.2779;3.12144
8.87122;1.2971;3.28434
8.94309;1.3833;3.3562
8.8281;1.4121;3.37057
8.89518;1.484;3.45681
8.91913;1.6181;3.49514
8.91913;1.6947;3.43286
8.91913;1.8912;3.5143
8.86164;2.0445;3.63887
8.63647;2.1116;3.70115
8.42566;2.0924;3.68199
8.46878;2.078;3.70115
8.32985;2.1164;3.70594
8.31068;1.9918;3.64845
8.43525;2.0541;3.60533
8.47836;1.9343;3.48556
8.53107;1.8912;3.36099
8.63168;1.9199;3.3562
8.8281;1.7474;3.22205
9.10119;1.7283;3.12144
9.31678;1.5894;3.15498
9.35511;1.5127;3.07353
9.33595;1.3833;3.16935
9.31199;1.2684;3.22685
9.30241;1.23;3.21247
9.28325;1.2252;3.26517
9.16826;1.2684;3.07833
9.03412;1.345;3.08312
8.91434;1.3738;3.18852
8.78499;1.4648;3.07353
8.78978;1.6229;3.16935
8.7227;1.69;3.40411
8.67479;1.805;3.41369
8.57418;1.9439;3.46639
8.56939;2.0397;3.75864
8.58856;2.0828;3.68678
8.63168;2.1164;3.39453
8.68438;2.1259;3.34662
8.80415;2.1307;3.45202
8.88081;2.1259;3.44723
8.95746;2.078;3.39932
8.97662;2.011;3.42327
8.9383;1.9199;3.41848
8.97662;1.896;3.38016
8.97662;1.805;3.37536
8.96704;1.6708;3.19331
8.94309;1.5319;2.94418
8.97183;1.4792;3.02083
9.00058;1.5271;3.19331
9.05328;1.6468;3.38974
9.24013;1.805;3.61491
9.4126;2.0541;3.86883
9.57549;2.3703;4.15629
9.84858;2.6577;4.39584
10.2175;2.8542;4.47249
10.5337;2.9739;4.44375
10.7732;2.9787;4.42938
10.9074;2.9069;4.51082
10.917;2.8398;4.58748
10.7684;2.7536;4.54915
10.5672;2.5907;4.39584
10.366;2.4182;4.21378
10.1408;2.2936;4.03173
9.839;2.1451;3.8353
9.52759;2.0014;3.6724
9.31678;1.8864;3.59096
9.13473;1.8097;3.33704
8.96225;1.6804;3.02083
8.94788;1.6708;2.99209
8.89997;1.6756;2.94418
9.03891;1.8241;3.01125
9.18264;2.0589;3.13582
9.44135;2.308;3.2508
9.61382;2.5619;3.20768
9.75276;2.7536;3.26517
9.66652;2.9165;3.49993
9.64257;2.9931;3.80655
9.50842;2.9404;4.0461
9.34074;2.7631;4.22336
9.12514;2.5284;4.38626
8.85206;2.2074;4.52999
8.54544;1.8193;4.54436
8.28673;1.3642;4.58748
8.17653;1.024;4.54436
8.12383;0.75093;4.49645
8.15258;0.60721;4.35272
8.07592;0.5018;4.26169
7.93699;0.41557;4.18025
7.81721;0.28621;4.19462
7.71181;0.19039;4.16108
7.63995;0.10416;4.00298
7.59204;0.09457;3.82092
7.49143;0.09936;3.6724
7.60641;0.06583;3.61012
7.90345;0.03708;3.58138
8.20049;-0.01562;3.42807
8.63647;-0.08269;3.21726
9.14431;-0.16893;3.24601
9.57549;-0.25517;3.28434
10.0881;-0.3989;3.1981
10.6295;-0.51867;2.95855
10.9793;-0.58095;2.83399
11.1565;-0.61928;2.76212
11.2427;-0.66719;2.76212
11.1182;-0.67198;2.88669
10.9553;-0.77259;2.96813
10.7014;-0.78696;3.00646
10.3612;-0.75822;2.92981
9.93003;-0.73905;2.7717
9.48926;-0.64323;2.7717
9.02933;-0.48034;2.83878
8.58377;-0.26475;2.90106
8.30589;0.03708;3.03042
8.07113;0.38203;3.18852
7.9322;0.75093;3.15019
7.88429;1.0767;3.07353
7.90345;1.3738;3.13582
8.09509;1.6037;3.11186
8.40171;1.8672;3.07353
8.8329;1.9583;2.98251
9.2018;2.0205;2.98251
9.4126;2.0541;2.87711
9.5707;1.963;2.74296
9.6809;1.7618;2.62318
9.7288;1.4744;2.47946
9.58508;1.0959;2.21116
9.61382;0.90904;2.2974
9.48447;0.56888;2.25428
9.32636;0.18081;2.23033
9.23055;-0.0779;2.15367
9.04849;-0.27433;2.13451
9.01016;-0.40848;2.01952
8.89997;-0.41327;1.871
8.94309;-0.42764;1.78956
9.02453;-0.33661;1.70332
9.19222;-0.26954;1.62667
9.30241;-0.17372;1.36795
9.36469;-0.01083;1.48294
9.47488;0.01313;1.69374
9.35511;0.07541;1.71769
9.28325;0.05145;1.71769
9.19701;0.00834;1.72248
9.13952;0.05625;1.71769
9.23534;-0.0779;1.85184
8.96225;-0.00125;1.80393
9.02453;-0.00604;1.7129
9.11556;0.11853;1.6602
8.991;0.20956;1.77519
8.88081;0.31975;1.83268
8.89518;0.42515;1.9812
