x_acc;y_acc;z_acc
14.6299;0.24309;4.8414
15.684;0.4491;4.87493
15.9714;1.345;6.51344
15.5929;2.0541;7.74951
14.7928;2.8302;6.91588
13.3987;3.6016;4.75037
11.3434;4.2915;3.58617
9.0964;4.5693;3.81134
7.9322;3.6543;3.78739
7.33333;2.2122;3.73469
6.63864;1.6421;3.77781
6.05893;1.139;3.87842
6.12601;0.75093;4.44854
6.60031;0.54492;4.75037
6.85423;0.45869;5.21988
7.01712;0.48743;5.69898
7.15606;0.4491;5.82833
7.07941;0.27184;5.5265
7.02671;0.02271;5.10969
6.91172;-0.24079;4.83661
6.86381;-0.40848;4.74079
6.99796;-0.46118;4.54915
7.17522;-0.38452;4.25211
7.4531;-0.26475;4.19941
7.68307;-0.15456;4.17066
8.12862;-0.10665;4.16587
8.57418;-0.03478;4.14671
8.96225;0.1329;4.02694
9.25929;0.26705;3.95986
9.47968;0.45869;4.03652
9.60424;0.56888;3.91195
9.43177;0.72219;3.76822
9.47009;0.59283;3.567
9.32636;0.5018;3.4616
9.09161;0.45869;3.36578
8.991;0.3437;3.28913
8.52148;0.31496;3.30829
8.3538;0.22872;3.39932
8.17174;0.16644;3.33704
7.8795;0.17602;3.33225
7.74056;0.13769;3.24601
7.61599;0.14727;3.03521
7.58725;0.16644;2.96813
7.43394;0.19997;2.92501
7.30458;0.19997;2.8819
7.35728;0.21435;2.97772
7.23751;0.21914;3.01604
7.31416;0.1856;3.08791
7.37644;0.17123;3.03042
7.42915;0.22872;2.92022
7.57287;0.36766;2.83878
7.75972;0.44431;2.60402
7.86033;0.49222;2.53216
7.92261;0.56888;2.52737
8.02322;0.69344;2.54653
8.21965;0.73656;2.5082
8.44483;0.72698;2.38843
8.74666;0.74135;2.21116
8.991;0.73177;2.16804
9.17305;0.60241;2.16325
9.20659;0.47306;2.02911
9.0964;0.30538;1.88538
8.91913;0.13769;1.77998
8.65084;0.04187;1.74165
8.32026;-0.09227;1.65062
8.0376;-0.17372;1.70811
7.84117;-0.19288;1.78477
7.73098;-0.21205;1.72248
7.7693;-0.13539;1.65062
7.96094;0.08499;1.7656
8.23403;0.38682;1.93808
8.62209;0.73177;2.11055
9.09161;1.0336;2.26865
9.59945;1.3067;2.33573
10.045;1.4408;2.2974
10.4379;1.6085;2.25428
10.687;1.6804;2.19679
10.8116;1.7187;2.21116
10.7157;1.6181;2.12972
10.4618;1.3977;2.01473
10.0881;1.0671;1.8758
9.7336;0.64074;1.84705
9.43656;0.19997;1.85663
9.3072;-0.29349;1.72728
9.36948;-0.79654;1.72248
9.61861;-1.2996;1.93329
10.0402;-1.8506;2.06264
10.5001;-2.4303;1.73686
10.8834;-2.9477;1.06133
11.1996;-3.4124;0.57745
11.8129;-3.834;0.84574
11.8608;-4.0688;0.62536
12.3447;-4.3658;0.8649
12.8429;-4.4185;1.09008
13.5855;-4.0448;1.06612
13.8346;-3.1872;0.40018
13.7772;-1.8362;0.29478
13.1687;-0.31745;0.62056
13.0825;1.0049;2.1393
13.3124;2.1355;4.11317
13.4562;2.5907;5.53609
13.6095;2.193;6.74341
14.3665;1.3402;5.93374
15.0755;0.62637;3.95986
14.8168;0.36287;3.39453
13.6238;0.1856;3.22685
12.3111;-0.23121;3.11186
11.19;-0.73426;3.87362
9.86774;-1.0026;5.30612
8.4592;-1.1511;6.52781
7.18481;-1.0409;7.18897
6.42784;-0.95465;6.67154
6.03977;-0.63365;5.81875
6.14038;-0.17851;5.14802
6.48054;0.52576;4.79349
6.87339;1.2492;4.80786
7.25667;1.7091;4.90847
7.67348;1.8816;4.64497
7.89387;2.1355;4.4677
8.09509;2.2361;4.06047
8.20049;2.0589;3.6724
8.28194;1.7522;3.567
8.43046;1.3402;3.53347
8.5119;0.71261;3.50951
8.58377;-0.04916;3.39453
8.71312;-0.83487;3.09749
9.07724;-1.5008;2.95376
9.43177;-1.9751;2.83399
9.88691;-2.2865;2.70942
10.3708;-2.2913;2.6136
10.7157;-1.9799;2.67109
10.6583;-1.4721;2.79087
10.2079;-0.86841;3.11186
9.75276;-0.30308;3.45202
9.36469;0.2383;3.60533
8.9383;0.79405;3.58617
8.57418;1.2971;3.42807
8.27715;1.7906;3.36099
7.94657;2.1834;3.31308
7.64953;2.5475;3.24122
7.59204;2.8398;3.11186
7.64474;2.9883;2.9873
7.60162;3.0027;2.96813
8.0376;2.9308;2.81003
8.05197;2.8206;2.58486
8.28194;2.538;2.51299
8.4592;2.1786;2.34052
8.66042;1.7474;2.33094
8.65084;1.3067;2.30219
8.69396;0.86592;2.20158
8.5119;0.41557;2.10576
8.45441;-0.03957;2.16804
8.05197;-0.13539;1.8758
7.79805;-0.34619;1.72728
7.46747;-0.26954;1.93329
7.4004;-0.17851;1.86621
7.21355;-0.07311;1.93329
7.01233;0.06583;2.15367
6.87819;0.33412;1.94287
6.77278;0.63595;1.67457
6.79674;0.96174;1.43024
6.95963;1.2732;1.21943
7.31416;1.4169;1.10924
7.74535;1.4504;1.023
8.24361;1.3498;0.9751
8.73708;1.1678;0.97989
9.20659;1.1438;1.12841
9.62819;1.1917;1.27693
9.93961;1.1582;1.22902
10.0977;1.1534;1.1859
10.136;1.1151;1.32004
10.0833;1.0576;1.48294
9.95877;1.1103;1.63625
9.7288;1.1869;1.61229
9.43656;1.369;1.61708
9.02453;1.5894;1.61708
8.62688;1.7762;1.73207
8.25798;1.9247;1.99557
8.15258;1.9822;2.21595
8.12862;2.0828;2.35968
8.30589;2.2074;2.6136
8.66521;2.4086;3.06395
9.17305;2.629;3.6197
9.87253;2.8446;3.95986
10.7493;3.0171;3.97423
11.3482;3.2949;3.888
11.7745;3.5776;3.4616
12.1866;3.8842;2.69984
12.5603;4.0375;1.53564
12.7711;4.0088;0.35706
13.0346;3.3955;-0.68737
12.9579;2.9069;-0.91733
12.7375;1.9966;-0.81193
12.6321;1.163;0.10793
13.2358;0.15686;2.54653
14.1365;-0.81092;3.48556
15.3726;-1.6589;3.27955
16.1247;-1.2948;5.35882
15.8948;-0.24079;8.83706
14.927;0.89466;9.9773
13.4849;2.1691;7.54829
11.238;3.362;4.77912
8.59814;4.2052;4.44375
6.72967;4.095;5.1049
5.52234;3.4866;5.58879
4.88036;2.5907;5.51692
4.88515;1.6708;5.41152
5.44569;0.91862;5.65586
6.3943;0.291;6.20682
7.78847;-0.30787;6.20203
9.22096;-0.66719;5.6367
10.3468;-0.97381;5.21988
11.0367;-1.2804;4.69767
11.1805;-1.5727;4.21857
10.9793;-1.7691;3.78739
10.2606;-1.9512;3.31308
9.42218;-1.9272;3.03042
8.62688;-1.6925;2.99209
8.03281;-1.3762;3.11665
7.68786;-0.96423;3.34662
7.43873;-0.48513;3.61491
7.46268;0.03229;3.94549
7.52017;0.59762;4.19941
7.4531;1.2492;4.38626
7.78847;1.7379;4.21857
7.96573;2.1547;3.87842
8.14779;2.2409;3.59096
8.26756;2.2026;3.32746
8.27715;1.9583;3.15019
8.11425;1.6037;3.05437
7.9849;1.2109;2.9873
7.80284;0.79405;2.93939
7.67348;0.3964;2.95376
7.5585;0.10416;2.90585
7.51538;-0.14018;2.76212
7.51538;-0.30308;2.71421
7.49622;-0.37015;2.68547
7.47706;-0.40848;2.57527
7.43873;-0.4516;2.51299
7.48185;-0.45639;2.52257
7.57767;-0.45639;2.5082
7.72618;-0.43243;2.47946
7.74535;-0.38931;2.54653
7.77409;-0.25996;2.50341
7.822;-0.12581;2.59444
7.85554;-0.00604;2.68547
7.88908;0.09936;2.719
7.93699;0.22393;2.72379
8.00885;0.42994;2.73338
8.08551;0.57846;2.65193
8.17653;0.71261;2.47946
8.29631;0.78447;2.26386
8.49274;0.89945;2.10097
8.66521;1.0336;1.95245
8.8281;1.1342;1.88538
9.02453;1.2588;1.88059
9.3072;1.3115;1.9237
9.66652;1.3929;1.97641
10.1025;1.484;1.95245
10.6008;1.5558;1.91412
11.0607;1.6277;1.84705
11.3817;1.69;1.79435
11.6404;1.5989;1.71769
11.6739;1.4792;1.6602
11.5494;1.2588;1.63146
11.19;0.97611;1.68416
10.6726;0.65032;1.62187
9.98752;0.35808;1.41586
9.34074;0.08499;1.19069
8.73229;-0.10186;1.06612
8.24361;-0.26475;1.09008
7.96094;-0.3941;1.22423
7.98969;-0.49471;1.50689
8.36338;-0.58574;1.90454
9.02933;-0.71031;2.26865
9.76713;-0.90674;2.23512
10.481;-1.175;1.70811
11.0799;-1.5439;1.10924
11.511;-1.932;0.78825
11.6883;-2.2003;0.72117
11.8608;-2.4782;0.66847
12.3111;-2.7513;0.82178
12.3734;-2.689;0.39539
12.6848;-2.435;0.27562
12.5555;-1.5056;0.23729
12.0572;-0.33661;-0.11245
11.6021;0.76531;-0.46219
11.4344;1.4265;-0.21785
11.6979;1.9343;1.09008
12.2105;2.2266;2.719
12.4261;1.9391;4.05568
12.5363;1.23;5.61753
13.3604;0.30538;6.36971
14.5006;-0.58574;4.85098
15.1138;-1.2661;3.40411
14.3856;-1.8601;3.41848
12.5459;-2.3296;3.87842
10.6103;-2.6123;4.6258
8.89997;-2.6938;5.57921
7.46747;-2.6315;6.17328
6.31285;-2.3728;6.45116
5.56546;-1.8985;6.33139
5.39778;-1.108;5.68461
5.81459;0.05145;4.91805
6.48054;1.2732;4.49645
7.12252;2.3655;4.52519
7.62557;3.1608;4.75995
7.99927;3.8124;4.86535
8.44004;4.2483;4.6785
8.65084;4.3106;4.14192
8.82331;4.2244;3.62929
8.98621;3.8603;3.42327
9.38386;3.1943;3.28434
9.60424;2.1595;3.38016
9.67131;0.88987;3.38974
9.76713;-0.24079;3.33704
9.9444;-1.2182;3.13103
10.2414;-1.9081;2.84357
10.6678;-2.4638;2.52737
11.2236;-2.6986;2.25907
11.2044;-2.5309;2.32615
10.9074;-2.1572;2.6136
10.4714;-1.6685;2.86752
10.1408;-1.1175;3.06874
9.70485;-0.44201;3.15498
9.2545;0.22872;3.13582
8.80415;0.7701;3.11186
8.32985;1.1965;3.12144
7.96573;1.4648;3.02083
7.70223;1.6133;2.90585
7.53934;1.7283;2.83878
7.33333;1.7379;2.70942
7.15127;1.666;2.57527
7.17522;1.5846;2.5082
7.16085;1.4169;2.2974
7.26625;1.1534;2.34531
7.35249;1.0096;2.41238
7.50101;0.92341;2.39801
7.66869;0.83717;2.32135
7.86991;0.72219;2.34052
8.01364;0.70303;2.48904
8.09988;0.75093;2.43155
8.12862;0.78447;2.20158
8.21486;0.88508;2.36926
8.34422;0.95695;2.38364
8.47357;1.1198;2.51778
8.47357;1.3738;2.5609
8.62209;1.5702;2.43155
8.70354;1.6804;2.37405
8.7802;1.8145;2.26386
8.84248;1.9822;2.21595
8.8856;2.0828;2.10097
8.89518;2.1116;2.00515
8.86164;2.1068;1.89975
8.84248;1.9918;1.72728
8.92871;1.9678;1.6075
8.92392;1.8864;1.47335
8.991;1.7379;1.3967
9.17785;1.6756;1.30088
9.17305;1.4983;1.25297
9.15868;1.345;1.36795
9.07724;1.1582;1.51168
8.95267;1.0144;1.55959
8.79457;0.95695;1.63146
8.57898;0.91383;1.80872
8.36817;0.97611;1.90933
8.143;0.91862;2.12493
7.95615;1.0049;2.42676
7.94178;1.0911;2.67109
8.14779;1.2396;3.02083
8.57898;1.5606;3.15977
9.11556;1.9391;3.15498
9.67131;2.2936;3.11186
10.2894;2.5427;3.26517
10.9553;2.6529;3.29871
11.535;2.6721;3.18373
11.8224;2.7152;3.22685
12.0045;2.8158;3.13103
12.1482;2.9021;2.71421
12.3063;2.9117;1.94766
12.407;2.8446;1.0278
12.4213;2.6529;0.35227
12.2536;2.3559;-0.07412
11.9374;1.9247;-0.26097
11.5733;1.3546;-0.2466
11.2284;0.81801;-0.07412
11.032;0.31975;0.35706
11.5015;-0.25517;1.51647
12.5219;-1.0217;2.27824
13.4322;-1.5966;2.37885
14.055;-1.3571;3.17894
14.1173;-0.46118;6.13017
13.5376;0.59762;7.90282
12.886;1.7379;6.75299
11.8799;2.8398;4.60185
10.2127;3.5297;4.00298
8.57898;3.7022;4.77432
7.37165;3.5536;5.3684
6.62426;3.2518;5.40673
6.31764;2.8206;5.35882
6.24099;2.4086;5.69419
6.44221;1.987;6.13496
6.9213;1.4935;6.08705
7.59204;0.87071;5.51692
8.12383;0.14727;4.85577
8.36817;-0.51388;4.65455
8.62688;-1.1175;4.71204
8.60293;-1.6158;4.54436
8.57898;-1.9799;4.41021
8.53107;-2.0614;4.30002
8.50232;-1.9943;4.09401
8.55023;-1.7595;3.7299
8.71312;-1.3427;3.63408
8.80415;-0.80613;3.70594
8.96225;-0.20247;3.91674
8.98142;0.53055;4.21857
9.00537;1.2444;4.20899
9.01495;1.9295;4.19462
8.95746;2.4996;4.07484
8.92871;2.9452;3.81613
8.75624;3.2135;3.53826
8.63168;3.3908;3.15977
8.55981;3.2758;2.9873
8.59335;3.0458;2.7717
8.58856;2.605;2.67109
8.51669;2.0349;2.81003
8.35859;1.46;3.05437
8.25798;0.9809;3.23643
8.24361;0.57367;3.32746
8.23882;0.30058;3.24122
8.22924;0.03708;3.15977
8.44483;-0.15456;2.91543
8.32505;-0.29828;2.75254
8.19091;-0.3941;2.719
8.11425;-0.44201;2.66151
7.98969;-0.47555;2.58486
7.8747;-0.48513;2.51299
7.81721;-0.43722;2.42676
7.85075;-0.38452;2.39322
7.97531;-0.27433;2.39801
8.18612;-0.20726;2.34052
8.44483;-0.15456;2.32615
8.76103;-0.09706;2.33573
9.08203;-0.03957;2.34531
9.3599;0.00834;2.34531
9.6234;0.0275;2.33094
9.82462;0.07541;2.25907
9.93003;0.11374;2.10097
10.0067;0.12811;1.88059
9.97314;0.12811;1.69374
9.84858;0.06583;1.55001
9.64736;0.02271;1.49731
9.4653;-0.04436;1.43024
9.3072;-0.02999;1.40628
9.18743;0.04187;1.46377
9.15389;0.14727;1.51647
9.17785;0.28621;1.6075
9.31199;0.48264;1.78956
9.44614;0.68386;1.8183
9.6809;0.86113;1.89496
9.91565;1.0432;1.93329
10.0738;1.2061;1.9237
10.1121;1.3977;1.8758
9.96356;1.5223;1.76081
9.75755;1.5798;1.70332
9.52279;1.5462;1.55959
9.24013;1.4265;1.35837
8.91913;1.2492;1.10445
8.54065;1.0288;0.85532
8.15737;0.80364;0.74034
7.88429;0.51618;0.74513
7.71181;0.13769;0.83137
7.75493;-0.26954;0.86969
8.0376;-0.66719;0.98947
8.63168;-1.1175;1.18111
9.33595;-1.5631;1.26734
9.96835;-1.9033;1.16673
10.5768;-2.1572;0.74513
11.1517;-2.3057;0.29957
11.5494;-2.3488;0.16542
11.8272;-2.3392;0.38581
12.1051;-2.2865;0.89844
12.0812;-2.162;0.72597
12.177;-2.0709;0.71638
12.0524;-1.6829;0.91281
11.6931;-0.99297;0.89365
11.2571;-0.20247;0.63494
11.19;0.58325;0.82178
11.3529;1.4265;1.51168
11.5206;2.1164;2.51299
11.6308;2.5523;3.81613
11.7841;2.4757;4.76474
12.3207;2.0062;4.73121
13.0394;1.4456;4.40542
13.552;1.1773;4.03652
13.2981;0.87071;4.05089
12.407;0.41557;4.42938
11.2427;0.00355;4.67371
10.1983;-0.3414;4.72641
9.34553;-0.62407;4.85098
8.66521;-0.82529;4.85098
8.15737;-0.79654;4.66413
7.8268;-0.55221;4.35751
7.5585;-0.09706;4.08922
7.31416;0.45869;3.95028
7.05066;1.048;3.96944
6.82548;1.6756;4.06047
6.64343;2.1212;4.02214
6.59552;2.4805;3.8353
6.62426;2.7584;3.60054
6.76799;2.8638;3.41369
7.14169;2.9644;3.24601
7.57767;2.7536;3.09749
8.17653;2.2122;3.23164
8.74187;1.4121;3.4089
9.48926;0.56888;3.36099
10.1839;-0.14018;3.22685
11.1661;-0.77259;3.00646
12.5315;-1.2277;2.59444
12.9244;-1.3762;2.5082
12.5459;-1.314;2.62318
12.1195;-1.1559;2.78608
11.6691;-0.90195;2.92501
11.2619;-0.60491;3.00167
10.7732;-0.11623;2.92981
10.4187;0.31017;2.85315
9.95398;0.77968;3.00167
9.58987;1.1486;3.07353
9.26408;1.5031;3.06874
8.97183;1.7427;3.02562
8.75145;1.9343;3.0927
8.70354;1.9583;3.00167
8.46399;1.9918;2.96813
8.29152;1.9103;2.92022
8.15258;1.8529;2.85794
7.97531;1.7043;2.70463
7.9849;1.6181;2.58486
8.01364;1.5031;2.3501
8.12862;1.3594;2.23033
8.17653;1.3258;2.2447
8.29152;1.2588;2.25428
8.34901;1.1821;2.21595
8.49274;1.1917;2.19679
8.61251;1.1438;2.01473
8.64126;1.1678;1.97641
8.68438;1.1534;1.95245
8.68438;1.1773;1.9237
8.61251;1.2205;2.02431
8.55981;1.2636;1.90454
8.51669;1.2923;1.75602
8.34901;1.3594;1.68416
8.21965;1.3881;1.59792
8.08551;1.3498;1.55959
7.96094;1.3738;1.45419
7.96094;1.2827;1.35358
8.01843;1.1773;1.40628
8.08072;0.97611;1.39191
8.143;0.80364;1.40149
8.25798;0.73177;1.42065
8.32985;0.65032;1.41586
8.43525;0.58804;1.48294
8.4592;0.4491;1.6075
8.55981;0.32454;1.73686
8.67;0.23351;1.75123
8.73708;0.09457;1.72728
8.76103;0.03708;1.75602
8.7227;-0.05395;1.70332
8.59335;-0.08748;1.59313
8.43525;-0.1306;1.49731
8.27715;-0.09227;1.37754
8.11425;-0.09227;1.20985
7.96573;-0.04916;1.05654
7.9849;0.10416;0.9703
8.06155;0.21914;0.79783
8.25319;0.33412;0.73076
8.57418;0.47785;0.79304
8.96704;0.69344;0.84095
9.33116;0.80364;0.97989
9.6761;1.0192;1.24339
9.91565;1.2971;1.36316
10.2175;1.5271;1.30567
10.3468;1.8001;1.32004
10.3804;2.0014;1.44461
10.0977;2.1882;1.58355
9.84379;2.3463;1.68416
9.47968;2.514;1.77039
9.04849;2.538;1.73686
8.86164;2.399;1.41107
8.75145;2.3799;1.56917
8.62688;2.4661;1.51647
8.6173;2.3176;1.32484
8.65563;2.1212;1.18111
8.84248;1.7954;1.20985
9.19222;1.5894;1.73686
9.77671;1.46;2.55132
10.1456;1.6085;3.35141
10.6103;1.7379;3.86883
11.1326;1.9008;4.26648
11.511;2.3032;4.58269
12.2872;2.5236;4.89889
12.6273;2.8781;4.91805
12.8813;3.1081;5.02345
12.9579;3.2518;5.32049
12.5076;3.4914;5.68461
11.8081;3.2374;5.92415
11.4871;2.4805;6.38409
11.1661;1.8193;6.91588
10.917;1.5031;7.2752
10.7684;1.4648;7.76867
10.9122;1.5031;8.17111
11.2427;1.5414;8.24298
11.5398;1.666;7.90282
11.6116;1.8193;7.37102
11.2236;1.9678;6.76736
10.4474;1.8481;6.13017
9.59466;1.4744;5.56962
8.73708;0.97611;5.01866
8.01843;0.48264;4.60664
7.59683;0.06104;4.32877
7.39082;-0.26954;4.07964
7.28063;-0.47076;3.85446
7.295;-0.51867;3.76343
7.26146;-0.37973;3.76822
7.33812;-0.19767;3.93591
7.6112;0.04187;4.13234
8.01843;0.30058;4.21857
8.53107;0.58804;4.26169
9.05807;0.87071;4.32397
9.55154;1.1055;4.39105
9.93482;1.2109;4.47728
10.2031;1.2588;4.51561
10.4139;1.2157;4.52999
10.457;1.1342;4.34314
10.3229;0.98569;4.12755
10.1025;0.78926;4.04131
9.66173;0.63595;4.02694
9.11077;0.40599;3.96465
8.61251;0.2383;3.95028
8.17174;0.0802;3.93112
7.93699;-0.00604;3.91195
7.53934;0.03229;3.84967
7.39082;0.07541;3.88321
7.32374;0.21914;3.96944
7.33812;0.38203;4.03173
7.42435;0.57367;4.12755
7.63516;0.77968;4.27127
7.91782;0.96653;4.36709
8.24361;1.0767;4.43896
8.59814;1.1534;4.40542
8.89039;1.1965;4.45333
9.15389;1.1438;4.46291
9.34074;1.0432;4.41021
9.47009;0.88508;4.32397
9.47968;0.73656;4.30002
9.43656;0.58804;4.25211
9.37907;0.40119;4.17545
9.26887;0.25747;4.11796
9.09161;0.13769;4.06526
8.90476;-0.01083;3.96944
8.76103;-0.1306;3.94549
8.67479;-0.19767;3.9407
8.57418;-0.24558;3.91195
8.52148;-0.17851;3.888
8.47357;-0.11144;3.86404
8.47357;-0.03957;3.84488
8.54065;-0.01562;3.89279
8.66042;0.02271;4.01256
8.85206;0.09936;4.19462
8.9383;0.16644;4.24732
9.03891;0.20956;4.23774
9.11556;0.31017;4.29523
9.17305;0.42036;4.36709
9.16826;0.53055;4.35751
9.09161;0.64074;4.40542
8.93351;0.68386;4.48687
8.7227;0.75573;4.63539
8.48795;0.7701;4.91326
8.18612;0.7701;5.17197
7.95615;0.75093;5.38278
7.65911;0.69823;5.61274
7.57287;0.59762;5.77084
7.62557;0.51139;5.75168
7.54413;0.42515;5.82354
7.52976;0.25268;5.8475
7.44831;-0.00604;5.7948
7.52976;-0.38931;5.84271
7.65432;-0.71989;5.92415
7.78368;-1.0984;6.00081
7.97052;-1.5104;5.93853
8.17653;-1.7978;5.89062
8.34422;-2.1141;5.83313
8.58856;-2.2482;5.86666
8.79457;-2.2099;6.13496
9.01495;-2.0853;6.13017
9.19701;-1.8074;5.9529
9.58508;-1.4289;5.73252
9.97793;-1.0265;5.42589
10.1792;-0.557;5.22947
10.136;-0.17851;5.28696
9.95398;0.18081;5.55525
9.7288;0.612;5.74689
9.35511;0.81801;5.584
8.95267;1.0192;5.37799
8.64126;1.163;5.17676
8.51669;1.2348;5.09532
8.53586;1.1821;5.13365
8.64605;1.0192;5.36361
8.77061;0.89945;5.52171
8.91434;0.85154;5.44985
9.01974;0.98569;5.2103
9.04849;1.2157;4.88931
9.03891;1.4552;4.56831
8.99579;1.6852;4.38147
8.94788;2.011;4.27127
9.01495;2.308;4.09401
9.11556;2.5523;3.88321
9.2018;2.5763;3.7251
9.31199;2.605;3.76822
9.16826;2.3511;3.59096
9.07244;1.9918;3.63887
8.84727;1.5941;3.65324
8.58856;1.1438;3.50472
8.63647;0.89945;3.36099
8.46399;0.63595;3.10707
8.39213;0.40119;2.96813
8.57898;0.31975;2.99209
8.75624;0.31017;3.06395
8.96225;0.47306;3.16935
8.95746;0.62637;3.21726
9.02933;0.77489;3.26996
9.02453;0.95215;3.25559
9.02453;1.139;3.23164
9.02453;1.3163;3.17894
8.9383;1.3738;3.16456
8.93351;1.3833;3.1981
8.7802;1.3833;3.26517
8.62209;1.3115;3.31308
8.55023;1.2444;3.38495
8.51669;1.163;3.36099
8.54544;1.139;3.39932
8.54544;1.1342;3.41369
8.55023;1.0192;3.32746
8.60293;0.9282;3.28434
8.69875;0.86113;3.31787
8.85206;0.83717;3.35141
9.12035;0.81322;3.34662
9.32636;0.89945;3.39453
9.43177;1.0576;3.41848
9.40781;1.1438;3.35141
9.42218;1.2444;3.32266
9.42697;1.3258;3.31787
9.31678;1.4121;3.4089
9.24013;1.6085;3.55742
9.07244;1.7283;3.59096
8.94788;1.781;3.58138
8.78978;1.8529;3.61491
8.7802;1.9008;3.6197
8.75624;1.9822;3.57179
8.82331;2.0397;3.62449
8.991;2.0589;3.68678
9.14431;1.9774;3.71073
9.31199;1.872;3.63408
9.44135;1.7762;3.52388
9.49405;1.6708;3.51909
9.53717;1.575;3.52388
9.49405;1.5175;3.55742
9.38865;1.46;3.55263
9.28325;1.4073;3.54305
9.13473;1.3833;3.51909
9.00537;1.369;3.42327
8.94309;1.3929;3.39932
8.96225;1.4121;3.35141
8.96225;1.4696;3.29392
9.06765;1.5319;3.18852
9.19701;1.5606;3.15498
9.32157;1.5798;3.15019
9.36948;1.6229;3.06874
9.32636;1.5989;3.00167
9.31678;1.5606;3.02083
9.23055;1.5271;3.04
9.07244;1.4744;2.99688
8.8329;1.3833;2.90585
8.63168;1.2971;2.87711
8.37296;1.2109;2.7765
8.22444;1.1438;2.69026
8.02322;1.1103;2.58486
7.96573;1.024;2.49383
7.91303;0.98569;2.46987
8.0376;0.88987;2.46987
8.14779;0.78926;2.49383
8.36817;0.69823;2.58007
8.65563;0.62637;2.62318
9.02933;0.54971;2.58486
9.35032;0.5018;2.54653
9.7288;0.46348;2.62318
10.1408;0.3964;2.81003
10.5624;0.33412;2.95855
10.9793;0.28142;3.1454
11.3194;0.32933;3.38495
11.5637;0.49701;3.61491
11.7266;0.70303;3.72031
11.7602;0.93299;3.7299
11.5685;1.2252;3.77781
11.0894;1.5702;3.87362
10.4235;1.896;3.92632
9.62819;2.1738;3.9407
8.90476;2.3607;3.81134
8.22444;2.4709;3.54305
7.61599;2.5523;3.48077
7.27104;2.6434;3.4616
7.20397;2.7152;3.22205
7.41477;2.7823;3.13582
7.68786;2.8446;3.12144
8.0903;2.8158;3.21247
8.55981;2.7104;3.28913
9.02453;2.5571;3.39932
9.4126;2.3942;3.61491
9.79588;2.2361;3.84967
10.0785;2.0732;3.95986
10.4043;1.8337;3.93112
10.5241;1.5558;3.85446
10.5337;1.254;3.77301
10.3708;1.0049;3.77301
10.0211;0.77968;3.79218
9.60903;0.63116;3.81134
9.19701;0.49222;3.77301
8.80894;0.32454;3.76343
8.62209;0.25747;3.8353
8.63647;0.27663;3.7299
8.64605;0.37245;3.59096
8.74666;0.46827;3.59575
8.85685;0.5593;3.61491
9.00537;0.60721;3.61012
8.991;0.7174;3.64845
9.01016;0.74614;3.6724
8.98142;0.71261;3.77781
8.98621;0.74135;3.97903
9.05807;0.76531;4.02694
8.94788;0.78926;3.93112
8.79936;0.74614;3.79697
8.71312;0.64553;3.75385
8.70833;0.55451;3.7826
8.62688;0.47306;3.79697
8.63647;0.37245;3.77781
8.66042;0.27184;3.71552
8.77061;0.11374;3.7299
8.89997;-0.02041;3.76343
9.01974;-0.14977;3.71552
9.08682;-0.24079;3.62929
9.13952;-0.30787;3.53347
9.22575;-0.38452;3.41369
9.29762;-0.42764;3.35141
9.27366;-0.4468;3.32266
9.22096;-0.5043;3.22205
9.21617;-0.53304;3.06874
9.16826;-0.51867;2.91064
9.16347;-0.49951;2.79087
9.3072;-0.46118;2.63277
9.52279;-0.40369;2.45071
9.69048;-0.37494;2.30698
9.76713;-0.32224;2.36926
9.86774;-0.26475;2.44113
9.92044;-0.19767;2.35489
9.89649;-0.14018;2.37405
9.75276;-0.01562;2.44113
9.57549;0.07541;2.49862
9.33116;0.14248;2.56569
9.13952;0.17602;2.72379
8.98142;0.14727;2.81003
8.87122;0.08499;2.92022
8.79457;0.0275;3.01125
8.85685;-0.06832;3.08791
9.00537;-0.15456;3.15977
9.21617;-0.15935;3.23643
9.47009;-0.0779;3.21247
9.6761;0.06104;3.1981
9.87733;0.27663;3.20289
10.0019;0.42036;3.06874
9.9971;0.59762;3.07833
9.88691;0.76531;3.0927
9.72401;0.88987;3.11665
9.55633;1.0049;3.1454
9.3599;1.0815;3.0927
9.15868;1.1486;3.06395
9.01495;1.1534;2.99209
8.8856;1.1103;2.97292
8.7754;1.0767;3.00167
8.87122;1.048;2.88669
8.98142;0.94257;2.75733
8.95746;0.79884;2.75254
8.89518;0.65512;2.8292
8.88081;0.52576;2.89627
8.95267;0.44431;2.86273
8.99579;0.3437;2.79566
9.13952;0.30058;2.73338
9.30241;0.33412;2.87711
9.47488;0.33412;2.67109
9.49884;0.31975;2.51299
9.58987;0.41557;2.54174
9.69527;0.35808;2.4555
9.7336;0.28142;2.17763
9.74318;0.07062;2.06743
9.59466;0.09457;2.18721
9.22096;0.35808;2.32615
9.17305;0.13769;2.11055
9.18743;0.15686;1.93808
9.13473;0.17602;1.8183
9.19222;0.12811;1.82789
9.09161;0.16165;1.8183
9.03891;0.05625;1.75123
8.85685;0.07062;1.74644
8.76103;-0.01562;1.8183
8.70833;-0.1833;1.70332
8.67479;-0.36536;1.59313
8.59335;-0.42764;1.56917
8.50711;-0.45639;1.58355
8.50232;-0.47076;1.63625
8.53107;-0.51388;1.59792
8.55502;-0.52825;1.65062
8.65084;-0.52825;1.64583
8.74666;-0.58574;1.6075
